Title,Land Size,Location,Total Price,Monthly Payment
Land For Sale In Kirindiwela,33 Perches,,"39,000,000","554,124"
House For Sale In Avissawella,"Beds-3, Baths-1 Size-500sqft",,"9,800,000","139,241"
Land For Sale In Veyangoda,10 Perches,,"6,500,000","92,354"
Land For Sale In Minuwangoda,86 Perches,,"13,760,000","195,506"
Land For Sale In Nittambuwa,14 Perches,,"2,940,000","41,772"
Land For Sale In Pokunuwita,102 Perches,,"15,300,000","217,387"
House For Sale In Gampaha,"Beds-3, Baths-1 Size-1200sqft",,,
Land For Sale In Ja-Ela,10 Perches,,"10,800,000","153,450"
House For Rent In Homagama,"Beds-2, Baths-1 Size-sqft",,,"7,500"
Land For Sale In Kadawatha,6 Perches,,"10,200,000","144,925"
Land For Sale In Alutgama,12.5 Perches,,"1,250,000","17,760"
Land For Sale In Athurugiriya,6.2 Perches,,"4,340,000","61,664"
House For Sale In Peradeniya,"Beds-6, Baths-3 Size-2500sqft",,,
Hotel For Sale In Negombo,sqft,,,
Land For Sale In Kaduwela,7.4 Perches,,"4,070,000","57,828"
Land For Sale In Panadura,6 Perches,,"4,050,000","57,544"
Land For Sale In Millaniya,12.5 Perches,,"1,875,000","26,641"
Land For Sale In Kadawatha,6 Perches,,"10,200,000","144,925"
Land For Sale In Panadura,12 Perches,,"4,800,000","68,200"
Land For Sale In Alutgama,12.5 Perches,,"1,250,000","17,760"
Land For Sale In Bandaragama,10 Perches,,"4,000,000","56,833"
House For Sale In Deiyandara,"Beds-5, Baths-1 Size-1700sqft",,"13,000,000","184,708"
Land For Sale In Nawalapitiya,1 Acres,,"8,500,000","120,771"
Land For Sale In Hapugala,25 Perches,,"8,500,000","120,771"
Land For Sale In Padukka,160 Perches,,"15,200,000","215,966"
Room For Rent In Colombo 03,"Beds-1, Baths-1",,,"25,000"
Land For Sale In Bandaragama,15 Perches,,"4,500,000","63,937"
House For Sale In Kegalle,"Beds-5, Baths-1 Size-2000sqft",,,
House For Sale In Negombo,"Beds-5, Baths-3 Size-3250sqft",,"45,000,000","639,373"
Land For Sale In Panadura,24.3 Perches,,"13,365,000","189,894"
Land For Sale In Kadawatha,6 Perches,,"10,200,000","144,925"
House For Sale In Negombo,"Beds-3, Baths-2 Size-1650sqft",,"24,000,000","340,999"
Land For Sale In Bandaragama,10 Perches,,"4,000,000","56,833"
Land For Sale In Athurugiriya,6.2 Perches,,"4,340,000","61,664"
Land For Sale In Piliyandala,10 Perches,,"8,000,000","113,666"
House For Rent In Gampaha,"Beds-3, Baths-2 Size-3000sqft",,,"75,000"
Land For Sale In Homagama,6.3 Perches,,"4,725,000","67,134"
Land For Sale In Matugama,10 Perches,,"5,500,000","78,146"
Land For Sale In Matugama,10 Perches,,"5,500,000","78,146"
Land For Sale In Dodangoda,10 Perches,,"5,500,000","78,146"
Land For Sale In Kahathuduwa,6 Perches,,"3,450,000","49,019"
Land For Sale In Horana,12.5 Perches,,"1,750,000","24,865"
Land For Sale In Dodangoda,10 Perches,,"5,750,000","81,698"
Lands For Sale In Bandaragama,10 Perches,,"4,000,000","56,833"
Lands For Sale In Kadawatha,6 Perches,,"10,200,000","144,925"
Land For Sale In Attanagalla,10 Perches,,"2,750,000","39,073"
Lands For Sale In Pokunuwita,10 Perches,,"3,250,000","46,177"
Land For Sale In Panadura,6.2 Perches,,"4,185,000","59,462"
House For Sale In Bandaragama,"Beds-1, Baths-1 Size-2000sqft",,"7,500,000","106,562"
Land For Sale In Melsiripura,7 Acres,,"45,500,000","646,477"
House For Sale In Kesbewa,"Beds-3, Baths-2 Size-1350sqft",,"13,500,000","191,812"
House For Sale In Kesbewa,"Beds-3, Baths-1 Size-1250sqft",,"11,000,000","156,291"
House For Sale In Kadawatha,"Beds-2, Baths-1 Size-1500sqft",,"8,500,000","120,771"
House For Sale In Kalagedihena,"Beds-4, Baths-2 Size-2950sqft",,"26,000,000","369,416"
House For Sale In Makola,"Beds-3, Baths-1 Size-1200sqft",,"7,000,000","99,458"
Land For Sale In Panadura,6 Perches,,"4,050,000","57,544"
Land For Sale In Meegoda,7 Perches,,"3,325,000","47,243"
House For Sale In Torayaya,"Beds-3, Baths-1 Size-1925sqft",,"4,800,000","68,200"
House For Rent In Athurugiriya,"Beds-4, Baths-3 Size-4500sqft",,,"65,000"
Land For Sale In Kurunegala,15 Perches,,"3,000,000","42,625"
Building For Sale In Kiribathgoda,6600sqft,,"330,000,000","4,688,738"
Land For Sale In Bandaragama,215 Perches,,"40,000,000","568,332"
House For Sale In Alutgama,"Beds-3, Baths-2 Size-1200sqft",,"17,000,000","241,541"
House For Rent In Galle,"Beds-3, Baths-2 Size-1700sqft",,,"70,000"
Warehouse For Rent In Minuwangoda,1000sqft,,,"75,000"
House Rent For In Battaramulla,"Beds-2, Baths-2 Size-1500sqft",,,"60,000"
House For Sale In Peliyagoda,"Beds-5, Baths-3 Size-2500sqft",,"55,000,000","781,456"
Boarding Room For Rent In Panadura,"Beds-1, Baths-1",,,"10,000"
House For Sale In Piliyandala,"Beds-3, Baths-2 Size-1450sqft",,,
Land For Sale In Kalagedihena,10 Perches,,"6,500,000","92,354"
Land For Sale In Rambukkana,9 Acres,,"30,000,000","426,249"
Land For Sale In Rambukkana,6 Acres,,"15,000,000","213,124"
Land For Sale In Rambukkana,2.5 Acres,,"12,000,000","170,500"
Land For Sale In Kegalle,20.5 Perches,,,
Land For Sale In Katana,11 Perches,,"3,025,000","42,980"
Land For Sale In Kadawatha,17.5 Perches,,"5,000,000","71,041"
House For Sale In Pelawatta,"Beds-4, Baths-4 Size-1960.2sqft",,,
Land For Sale In Kiribathgoda,10 Perches,,"8,300,000","117,929"
House For Sale In Ratmalana,"Beds-12, Baths-4 Size-1600sqft",,"100,000,000","1,420,830"
House For Sale In Beruwala,"Beds-2, Baths-1 Size-sqft",,"17,000,000","241,541"
House For Sale In Panadura,"Beds-3, Baths-1 Size-4000sqft",,"16,500,000","234,437"
House For Sale In Panadura,"Beds-2, Baths-1 Size-4000sqft",,,
Land For Sale In Kirindiwela,80 Perches,,"6,500,000","92,354"
House For Sale In Panadura,"Beds-3, Baths-1 Size-3000sqft",,"8,500,000","120,771"
Land For Sale In Nittambuwa,12.5 Perches,,"1,525,000","21,668"
Land For Sale In Nittambuwa,14 Perches,,"2,450,000","34,810"
House For Sale In Panadura,"Beds-4, Baths-1 Size-3000sqft",,"6,600,000","93,775"
House For Sale In Boralesgamuwa,"Beds-5, Baths-1 Size-1900sqft",,"32,000,000","454,665"
Lands For Sale In Homagama,6 Perches,,"4,500,000","63,937"
House For Sale In Moratuwa,"Beds-2, Baths-2 Size-400sqft",,"7,600,000","107,983"
House For Sale In Ragama,"Beds-3, Baths-1 Size-1400sqft",,"9,800,000","139,241"
House For Sale In Pannipitiya,"Beds-4, Baths-2 Size-2250sqft",,"28,000,000","397,832"
Annex For Rent In Piliyandala,"Beds-2, Baths-1",,,"25,000"
Land For Sale In Matale,11.75 Perches,,"15,275,000","217,032"
House For Sale In Dehiwala,"Beds-4, Baths-3 Size-2500sqft",,"35,000,000","497,290"
House For Sale In Kalubowila,"Beds-10, Baths-7 Size-5000sqft",,"75,000,000",
House For Sale In Kotmale,"Beds-4, Baths-1 Size-30000sqft",,"9,300,000","132,137"
Land For Sale In Kottawa,8 Perches,,,
Annex For Rent In Nugegoda,"Beds-2, Baths-1",,,"30,000"
House For Sale In Malabe,"Beds-4, Baths-3 Size-5400sqft",,"22,500,000","319,687"
Land With House For Sale In Weligama,60 Perches,,"46,500,000","660,686"
Land For Sale In Athurugiriya,6 Perches,,"7,500,000","106,562"
Land With House For Sale In Beliatta,17 Acres,,"34,000,000","483,082"
House For Sale In Battaramulla,"Beds-6, Baths-4 Size-5000sqft",,"350,000,000","4,972,904"
House For Sale In Battaramulla,"Beds-5, Baths-4 Size-5200sqft",,"320,000,000","4,546,655"
Holiday Bungalow For Sale In Gampola,"Beds-4, Baths-4",,"59,000,000","838,289"
House For Sale In Melsiripura,"Beds-4, Baths-1 Size-1500sqft",,"11,500,000","163,395"
House For Sale In Lngiriya,"Beds-2, Baths-1 Size-1500sqft",,"3,800,000","53,992"
House For Sale In Kotadeniyawa,"Beds-2, Baths-1 Size-1500sqft",,"3,700,000","52,571"
Land For Sale In Ratmalana,20 Perches,,"100,000,000","1,420,830"
Land For Sale In Kaduwela,2080 Perches,,"208,000,000","2,955,326"
House For Sale In Pelawatta,"Beds-5, Baths-4 Size-5000sqft",,"150,000,000","2,131,244"
House For Sale In Ranna,"Beds-2, Baths-1 Size-1500sqft",,"2,200,000","31,258"
House For Sale In Pelawatta,"Beds-8, Baths-8 Size-6000sqft",,"350,000,000","4,972,904"
Land For Sale In Ambalantota,56 Perches,,"8,200,000","116,508"
House For Sale In Mawilmada,"Beds-6, Baths-4 Size-5600sqft",,"15,600,000","221,649"
House For Sale In Hokandara,"Beds-3, Baths-2 Size-6500sqft",,"18,000,000","255,749"
House For Sale In Mattegoda,"Beds-3, Baths-3 Size-5400sqft",,"19,500,000","277,062"
House For Sale In Kalubowila,"Beds-5, Baths-4 Size-5600sqft",,"65,000,000","923,539"
House For Sale In Kalutara,"Beds-3, Baths-2 Size-5600sqft",,"14,900,000","211,704"
House For Sale In Malabe,"Beds-4, Baths-2 Size-5600sqft",,"39,500,000","561,228"
House For Sale In Kottawa,"Beds-5, Baths-4 Size-4500sqft",,"31,000,000","440,457"
Shop For Sale In Maharagama,1100sqft,,"80,000,000","1,136,664"
House For Sale In Galle,"Beds-2, Baths-1 Size-sqft",,"8,500,000","120,771"
House For Sale In Talawatugoda,"Beds-5, Baths-4 Size-5600sqft",,"65,000,000","923,539"
House For Sale In Malabe,"Beds-4, Baths-2 Size-5000sqft",,"30,000,000","426,249"
House For Sale In Malabe,"Beds-4, Baths-2 Size-5000sqft",,"39,000,000","554,124"
House For Sale In Aniwatta,"Beds-4, Baths-4 Size-5400sqft",,"45,000,000","639,373"
Lands For Sale In Homagama,6 Perches,,"4,500,000","63,937"
House For Sale In Peradeniya,"Beds-4, Baths-3 Size-5300sqft",,"35,000,000","497,290"
Holiday Bungalow For Sale Kadugannawa,"Beds-4, Baths-3",,"62,500,000","888,019"
House For Rent In Panadura,"Beds-3, Baths-2 Size-2000sqft",,,"55,000"
Lands For Sale In Panadura,6 Perches,,"4,050,000","57,544"
Lands For In Dodangoda,10 Perches,,"5,750,000","81,698"
Lands For Sale In Pokunuwita,10 Perches,,"3,250,000","46,177"
Land For Sale In Bandaragama,10 Perches,,"4,000,000","56,833"
Land For Sale In Kirindiwela,10 Perches,,"2,750,000","39,073"
House For Sale In Peradeniya,"Beds-4, Baths-3 Size-5400sqft",,"45,000,000","639,373"
Lands For Sale In Kadawatha,6 Perches,,"10,200,000","144,925"
House For Sale In Kottawa,"Beds-4, Baths-3 Size-2325sqft",,"37,000,000","525,707"
House For Rent In Kiribathgoda,"Beds-1, Baths-1",,,"8,500"
Land With House For Sale In Vavuniya,1 Acres,,"1,500,000","21,312"
Land For Sale In Colombo 06,14.64 Perches,,"175,680,000","2,496,113"
House For Rent In Kolonnawa,"Beds-2, Baths-1 Size-900sqft",,,"10,000"
House For Sale In Lbbagamuwa,"Beds-3, Baths-1 Size-2500sqft",,"14,500,000","206,020"
Land For Sale In Bandaragama,60 Perches,,"13,500,000","191,812"
Land For Sale In Puttalam,32 Perches,,"3,680,000","52,287"
House For Sale In Athurugiriya,"Beds-4, Baths-4 Size-5000sqft",,"45,000,000","639,373"
Land For Sale In Alubomulla,15 Perches,,"10,500,000","149,187"
Land For Sale In Monaragala,10 Perches,,"2,700,000","38,362"
House For Sale In Battaramulla,"Beds-5, Baths-5 Size-6000sqft",,,
House For Sale In Galigamuwa Town,"Beds-4, Baths-2 Size-sqft",,"19,000,000","269,958"
House For Sale In Nawala,"Beds-4, Baths-2 Size-sqft",,"90,000,000","1,278,747"
House For Sale In Kegalle,"Beds-4, Baths-2 Size-sqft",,"20,000,000","284,166"
House For Sale In Kottawa,"Beds-4, Baths-2 Size-sqft",,,
House For Sale In Mirigama,"Beds-4, Baths-3 Size-sqft",,"19,000,000","269,958"
House For Sale In Ragama,"Beds-4, Baths-2 Size-1600sqft",,"27,000,000","383,624"
House For Sale In Minuwangoda,"Beds-2, Baths-1 Size-sqft",,,
House For Sale In Urapola,"Beds-3, Baths-1 Size-sqft",,"8,500,000","120,771"
House For Sale In Ja-Ela,"Beds-3, Baths-1 Size-1900sqft",,,
House For Sale In Beliatta,"Beds-3, Baths-1 Size-sqft",,,
House For Sale In Ragama,"Beds-3, Baths-1 Size-1500sqft",,"14,000,000","198,916"
House For Sale In Peradeniya,"Beds-4, Baths-3 Size-sqft",,"20,000,000","284,166"
House For Sale In Ekala,"Beds-4, Baths-1 Size-1600sqft",,"9,000,000","127,875"
House For Sale In Kegalle,"Beds-4, Baths-1 Size-sqft",,"11,000,000","156,291"
House For Sale In Rajagiriya,"Beds-6, Baths-5 Size-4500sqft",,,
Land With House For Sale In Weligama,60 Perches,,"46,500,000","660,686"
House For Rent In Gampaha,"Beds-3, Baths-2 Size-3000sqft",,,"75,000"
House For Sale In Kandana,"Beds-4, Baths-3 Size-1500sqft",,"28,000,000","397,832"
House For Sale In Kurunegala,"Beds-6, Baths-4 Size-sqft",,,
House For Sale In Pannipitiya,"Beds-2, Baths-1 Size-1200sqft",,"24,000,000","340,999"
House For Sale In Bandagiriya Colony,"Beds-5, Baths-2 Size-sqft",,,
House For Sale In Kesbewa,"Beds-4, Baths-1 Size-sqft",,,
House For Sale In Gonapola Junction,"Beds-5, Baths-2 Size-2800sqft",,"12,500,000","177,604"
House For Sale In Kegalle,"Beds-4, Baths-2 Size-sqft",,"15,000,000","213,124"
House For Sale In Battaramulla,"Beds-5, Baths-5 Size-sqft",,,
House For Sale In Kegalle,"Beds-4, Baths-2 Size-sqft",,"20,000,000","284,166"
House For Sale In Athurugiriya,"Beds-3, Baths-2 Size-1150sqft",,"22,000,000","312,583"
House For Sale In Kadawatha,"Beds-6, Baths-2 Size-sqft",,"15,000,000","213,124"
House For Sale In Nawala,"Beds-5, Baths-4 Size-3000sqft",,"200,000,000","2,841,659"
House For Sale In Kadawatha,"Beds-4, Baths-2 Size-sqft",,"22,500,000","319,687"
House For Sale In Nittambuwa,"Beds-4, Baths-1 Size-sqft",,"14,000,000","198,916"
House For Sale In Kadawatha,"Beds-2, Baths-2 Size-sqft",,"60,000,000","852,498"
House For Rent In Battaramulla,"Beds-4, Baths-3 Size-2000sqft",,,"125,000"
House For Sale In Kadawatha,"Beds-2, Baths-1 Size-sqft",,,
Land For Sale In Pasyala,14 Perches,,"2,450,000","34,810"
Land For Sale In Thihariya,17 Perches,,"9,350,000","132,848"
House For Sale In Kaduwela,"Beds-4, Baths-3 Size-sqft",,"75,000,000","1,065,622"
Hotel For Sale In Negombo,sqft,,,
House For Sale In Mirigama,"Beds-3, Baths-2 Size-2200sqft",,"50,000,000","710,415"
House For Sale In Panadura,"Beds-4, Baths-1 Size-3000sqft",,,
House For Sale In Lbbagamuwa,"Beds-3, Baths-8 Size-sqft",,,
House For Sale In Pelawatta,"Beds-3, Baths-2 Size-2314.13sqft",,,
House For Sale In Kurunegala,"Beds-6, Baths-2 Size-sqft",,"10,500,000","149,187"
House For Sale In Kurunegala,"Beds-3, Baths-1 Size-sqft",,"16,500,000","234,437"
House For Sale In Meegoda,"Beds-3, Baths-1 Size-2500sqft",,"18,500,000","262,853"
Land For Sale In Lbbagamuwa,3 Acres,,"9,000,000","127,875"
House For Sale In Nugegoda,"Beds-6, Baths-3 Size-5000sqft",,"150,000,000","2,131,244"
Land For Sale In Arachchikattuwa,19.5 Acres,,"68,250,000","969,716"
House For Sale In Melsiripura,"Beds-4, Baths-2 Size-sqft",,"11,000,000","156,291"
House For Sale In Panadura,"Beds-4, Baths-3 Size-6000sqft",,"18,000,000","255,749"
House For Sale In Nittambuwa,"Beds-3, Baths-1 Size-sqft",,"8,500,000","120,771"
Land For Sale In Arachchikattuwa,19.5 Acres,,"68,250,000","969,716"
House For Sale In Kurunegala,"Beds-3, Baths-2 Size-sqft",,"33,500,000","475,978"
Land For Sale In Thihariya,17 Perches,,"9,350,000","132,848"
House For Sale In Talawatugoda,"Beds-5, Baths-3 Size-2624.49sqft",,"70,000,000","994,581"
House For Sale In Kurunegala,"Beds-5, Baths-1 Size-sqft",,"13,800,000","196,074"
House For Sale In Torayaya,"Beds-2, Baths-1 Size-sqft",,,
House For Sale In Kurunegala,"Beds-2, Baths-1 Size-sqft",,,
House For Sale In Lbbagamuwa,"Beds-2, Baths-1 Size-sqft",,"11,500,000","163,395"
House For Sale In Athurugiriya,"Beds-3, Baths-2 Size-2500sqft",,"28,000,000","397,832"
Land For Sale In Embilipitiya,8 Acres,,,
House For Sale In Kurunegala,"Beds-4, Baths-1 Size-sqft",,"17,420,000","247,509"
Land For Sale In Nittambuwa,27 Perches,,"5,940,000","84,397"
Land With House For Sale In Padukka,3 Perches,,,
Apartment For Sale In Mount Lavinia,"Beds-3, Baths-2 Size-1400sqft",,,
House For Sale In Kurunegala,"Beds-4, Baths-1 Size-sqft",,"9,500,000","134,979"
House For Sale In Kurunegala,"Beds-3, Baths-1 Size-sqft",,,
House For Sale In Narammala,"Beds-3, Baths-1 Size-12000sqft",,"65,000,000","923,539"
House For Rent In Kelaniya,"Beds-2, Baths-1 Size-1500sqft",,,"45,000"
House For Sale In Kurunegala,"Beds-2, Baths-1 Size-sqft",,,
House For Sale In Bandaragama,23 Perches,,"30,000,000","426,249"
House For Sale In Kurunegala,"Beds-5, Baths-1 Size-sqft",,"13,800,000","196,074"
House For Sale In Ja-Ela,"Beds-3, Baths-2 Size-1500sqft",,"13,400,000","190,391"
House For Sale In Nittambuwa,"Beds-5, Baths-2 Size-sqft",,,
House For Sale In Lbbagamuwa,"Beds-3, Baths-1 Size-sqft",,"13,500,000","191,812"
House For Sale In Kadawatha,"Beds-2, Baths-1 Size-sqft",,"15,000,000","213,124"
House For Sale In Lbbagamuwa,"Beds-3, Baths-1 Size-sqft",,"7,000,000","99,458"
House For Sale In Kadawatha,"Beds-1, Baths-1 Size-sqft",,,
House For Sale In Nittambuwa,"Beds-3, Baths-1 Size-sqft",,"8,400,000","119,350"
House For Sale In Lbbagamuwa,"Beds-4, Baths-1 Size-sqft",,,
House For Sale In Mawathagama,"Beds-4, Baths-1 Size-sqft",,"15,500,000","220,229"
Land For Sale In Meegoda,7 Perches,,"3,325,000","47,243"
House For Sale In Mirigama,"Beds-3, Baths-2 Size-2200sqft",,"50,000,000","710,415"
House For Sale In Kurunegala,"Beds-3, Baths-1 Size-sqft",,"7,000,000","99,458"
House For Sale In Kirillawala,"Beds-3, Baths-1 Size-sqft",,"28,000,000","397,832"
Land For Sale In Nittambuwa,23 Perches,,"5,014,000","71,240"
House For Sale In Veyangoda,"Beds-5, Baths-1 Size-sqft",,"12,880,000","183,003"
House For Sale In Athurugiriya,"Beds-3, Baths-3 Size-2500sqft",,"19,000,000","269,958"
House For Sale In Nugegoda,"Beds-5, Baths-5 Size-4000sqft",,,
House For Sale In Kesbewa,"Beds-3, Baths-3 Size-2500sqft",,"28,000,000","397,832"
House For Sale In Dodangoda,"Beds-3, Baths-1 Size-2100sqft",,"8,000,000","113,666"
House For Sale In Athurugiriya,"Beds-4, Baths-3 Size-2500sqft",,"37,000,000","525,707"
House For Sale In Piliyandala,"Beds-3, Baths-2 Size-1400sqft",,"26,000,000","369,416"
House For Sale In Nugegoda,"Beds-4, Baths-4 Size-3765sqft",,"77,500,000","1,101,143"
House For Sale In Athurugiriya,"Beds-6, Baths-5 Size-4200sqft",,"68,000,000","966,164"
House For Sale In Maharagama,"Beds-3, Baths-3 Size-2400sqft",,"38,000,000","539,915"
House For Sale In Pallewela,"Beds-2, Baths-1 Size-sqft",,,
House For Sale In Hunnasgiriya,"Beds-5, Baths-3 Size-2000sqft",,"15,000,000","213,124"
House For Sale In Wattala,"Beds-5, Baths-3 Size-3000sqft",,"62,500,000","888,019"
Land For Sale In Ridigama,1 Acres,,"10,000,000","142,083"
Land For Sale In Gampaha,34 Perches,,"13,600,000","193,233"
House For Sale In Watareka,"Beds-3, Baths-2 Size-1300sqft",,"23,000,000","326,791"
House For Sale In Nugegoda,"Beds-5, Baths-5 Size-8500sqft",,,
House For Rent In Wellampitiya,"Beds-3, Baths-2 Size-1500sqft",,,
House For Sale In Galle,"Beds-2, Baths-1 Size-sqft",,"8,500,000","120,771"
House For Sale In Boralesgamuwa,"Beds-4, Baths-3 Size-2500sqft",,"60,000,000","852,498"
House For Sale In Panadura,"Beds-5, Baths-2 Size-5588sqft",,"21,500,000","305,478"
House For Sale In Maharagama,"Beds-3, Baths-2 Size-1800sqft",,"25,000,000","355,207"
House For Sale In Rajagiriya,"Beds-6, Baths-5 Size-4500sqft",,"150,000,000","2,131,244"
Land For Sale In Kurunegala,220 Perches,,"12,500,000","177,604"
Land For Sale In Kaduwela,25 Perches,,"9,000,000","127,875"
House For Sale In Kotikawatta,"Beds-4, Baths-3 Size-5000sqft",,"40,000,000","568,332"
House For Sale In Colombo 03,"Beds-3, Baths-2 Size-4556sqft",,"26,500,000","376,520"
House For Sale In Colombo 09,"Beds-4, Baths-2 Size-4500sqft",,"40,000,000","568,332"
Land For Sale In Ja-Ela,29 Perches,,"18,850,000","267,826"
House For Sale In Kalugamuwa,"Beds-2, Baths-1 Size-2000sqft",,,
Land For Sale In Gampaha,6 Perches,,"2,250,000","31,969"
Land For Sale In Piliyandala,7 Perches,,"4,900,000","69,621"
Land For Sale In Kahathuduwa,27 Perches,,"12,150,000","172,631"
Land For Sale In Kadawatha,10 Perches,,"5,500,000","78,146"
House For Sale In Makola,"Beds-3, Baths-1 Size-2000sqft",,,
Land For Sale In Weboda,10 Perches,,"5,500,000","78,146"
Land For Sale In Kurunegala,40 Perches,,"9,400,000","133,558"
Land For Sale In Rambukkana,42 Perches,,"20,000,000","284,166"
Land For Sale In Matale,70 Perches,,"19,250,000","273,510"
Land For Sale In Kadugannawa,5 Acres,,"32,500,000","461,770"
Land With House For Sale In Weligama,60 Perches,,"46,500,000","660,686"
House For Sale In Pannipitiya,"Beds-4, Baths-4 Size-4000sqft",,"89,000,000","1,264,538"
House For Sale In Alawatugoda,"Beds-6, Baths-4 Size-2000sqft",,"22,000,000","312,583"
House For Sale In Kesbewa,"Beds-5, Baths-5 Size-3200sqft",,"58,500,000","831,185"
Land For Sale In Nittambuwa,12 Perches,,"2,600,000","36,942"
House For Sale In Pelawatta,"Beds-4, Baths-4 Size-sqft",,,
House For Sale In Kottawa,"Beds-4, Baths-3 Size-2200sqft",,"30,000,000","426,249"
House For Sale In Kiriwattuduwa,"Beds-4, Baths-2 Size-2200sqft",,"19,000,000","269,958"
Land For Sale In Kadawatha,10 Perches,,"6,000,000","85,250"
House For Sale In Homagama,"Beds-3, Baths-3 Size-2000sqft",,"26,000,000","369,416"
Land For Sale In Kadawatha,10 Perches,,"6,000,000","85,250"
House For Sale In Kandana,"Beds-3, Baths-2 Size-4500sqft",,"42,000,000","596,748"
House For Sale In Negombo,"Beds-6, Baths-4 Size-5300sqft",,"56,000,000","795,665"
House For Sale In Divulapitiya,"Beds-4, Baths-1 Size-1200sqft",,"8,500,000","120,771"
House For Sale In Bandarawela,"Beds-3, Baths-1 Size-2000sqft",,"17,500,000","248,645"
Land For Sale In Walasmulla,8 Acres,,,
Land With House For Sale In Homagama,12.5 Perches,,"7,500,000","106,562"
House For Sale In Tangalla,"Beds-3, Baths-1 Size-1500sqft",,"8,500,000","120,771"
Land With House For Sale In Kalutara,25 Perches,,"8,750,000","124,323"
House For Sale In Tangalla,"Beds-3, Baths-1 Size-1500sqft",,,
Land For Sale In Tennekumbura,11 Perches,,,
Land For Sale In Kadugannawa,5 Acres,,"32,500,000","461,770"
House For Sale In Minuwangoda,"Beds-6, Baths-2 Size-2000sqft",,"21,000,000","440,457"
House For Sale In Beliatta,"Beds-3, Baths-1 Size-1500sqft",,,
House For Sale In Piliyandala,"Beds-4, Baths-3 Size-3300sqft",,"36,000,000","511,499"
House For Sale In Middeniya,"Beds-3, Baths-1 Size-1500sqft",,,
Land For Sale In Baddegama,64 Perches,,"7,200,000","102,300"
House For Sale In Piliyandala,"Beds-5, Baths-3 Size-2800sqft",,"37,000,000","525,707"
House For Sale In Weeraketiya,"Beds-5, Baths-1 Size-2000sqft",,,
House For Sale In Kottawa,"Beds-3, Baths-2 Size-1700sqft",,"30,000,000","426,249"
House For Sale In Piliyandala,"Beds-3, Baths-1 Size-1500sqft",,"30,000,000","426,249"
Land For Sale In Malabe,7 Perches,,"12,600,000","179,025"
Land For Sale In Madurankuliya,4.9 Acres,,"8,000,000",
House For Sale In Nugegoda,"Beds-4, Baths-4 Size-2500sqft",,"52,000,000","738,831"
House For Sale In Matara,"Beds-4, Baths-1 Size-1500sqft",,"11,500,000","163,395"
House For Sale In Piliyandala,"Beds-5, Baths-4 Size-2462sqft",,"49,000,000","696,207"
House For Sale In Horana,"Beds-4, Baths-1 Size-1500sqft",,,
House For Sale In Nittambuwa,"Beds-2, Baths-1 Size-1500sqft",,"6,000,000","85,250"
House For Sale In Malabe,"Beds-5, Baths-4 Size-3500sqft",,"58,000,000","824,081"
Land For Sale In Horana,28 Perches,,"14,000,000","198,916"
Shop For Sale In Kirindiwela,2000sqft,,"39,720,000","564,354"
Land For Sale In Galle,240 Perches,,,
Land For Sale In Horana,2.5 Acres,,"27,500,000","390,728"
House For Sale In Minuwangoda,"Beds-6, Baths-2 Size-2000sqft",,"21,000,000","440,457"
Apartment For Sale In Rajagiriya,"Beds-2, Baths-2 Size-887sqft",,"35,000,000","497,290"
House For Sale In Horana,"Beds-3, Baths-1 Size-1500sqft",,"6,200,000","88,091"
House For Sale In Wariyapola,"Beds-4, Baths-1 Size-1500sqft",,"12,000,000","170,500"
Land For Sale In Thihariya,10 Perches,,"6,000,000","85,250"
Land For Sale In Horana,130 Perches,,"32,500,000","461,770"
Land For Sale In Yakkala,33.5 Perches,,"37,000,000","525,707"
House For Sale In Hokandara,"Beds-3, Baths-1 Size-1900sqft",,"16,500,000","234,437"
House For Sale In Sri Jayawardenepura Kotte,"Beds-2, Baths-1 Size-1500sqft",,"26,000,000","369,416"
Land For Sale In Habaraduwa,23 Perches,,"5,500,000","78,146"
Land For Sale In Tangalla,80 Perches,,"4,000,000","56,833"
Land For Sale In Tangalla,40 Perches,,,
Land For Sale In Imaduwa,30 Perches,,"9,000,000","127,875"
Land With House For Sale In Kirindiwela,32 Perches,,"25,000,000","355,207"
Land For Sale In Unawatuna,720 Perches,,,
Land For Sale In Divulapitiya,15 Perches,,"2,475,000","35,166"
Land For Sale In Habaraduwa,58 Perches,,,
Land For Sale In Divulapitiya,15 Perches,,"2,475,000","35,166"
House For Sale In Piliyandala,"Beds-2, Baths-2 Size-1400sqft",,"40,000,000","568,332"
House For Rent In Divulapitiya,"Beds-2, Baths-1 Size-3000sqft",,,"12,500"
House For Rent In Homagama,"Beds-3, Baths-2 Size-1500sqft",,,"48,000"
Land For Sale In Horana,10 Perches,,"2,200,000","31,258"
House For Sale In Peradeniya,"Beds-6, Baths-3 Size-2500sqft",,,
Land For Sale In Dewalapola,47.5 Perches,,"16,625,000","236,213"
House For Sale In Malabe,"Beds-4, Baths-2 Size-2300sqft",,"39,000,000","554,124"
House For Sale In Athurugiriya,"Beds-4, Baths-2 Size-2600sqft",,"37,500,000","532,811"
Land For Sale In Kaduwela,7.4 Perches,,"4,070,000","57,828"
Land For Sale In Kahathuduwa,23.9 Perches,,"9,321,000","132,436"
House For Sale In Kottawa,"Beds-5, Baths-3 Size-3500sqft",,"54,000,000","767,248"
Land For Sale In Panadura,6 Perches,,"4,050,000","57,544"
